cod_ibge,nome,nume_cid,pgai,tipo_cidd,regiao_num,territ_cid,utr,criacao,area,pop_1996,pop_2000,pop_2007,pop_2008,pop_2009,assoc_mun,reg_pm,art_pm,region_ibg,cod_region,pop_2010,ppa_2012_2,number,regionaliz,areaoficia,reg_tur,nova_regio,nova_reg_o,cultura,area_1989,area_1990,area_1991,area_1992,area_1993,area_1994,area_1995,area_1996,area_1997,area_1998,area_1999,area_2000,area_2001,area_2002,area_2003,area_2004,area_2005,area_2006,area_2007,area_2008,area_2009,area_2010,area_2011,area_2012,area_2013,area_2014,area_2015,area_2016,area_2017,area_2018,colh_1989,colh_1990,colh_1991,colh_1992,colh_1993,colh_1994,colh_1995,colh_1996,colh_1997,colh_1998,colh_1999,colh_2000,colh_2001,colh_2002,colh_2003,colh_2004,colh_2005,colh_2006,colh_2007,colh_2008,colh_2009,colh_2010,colh_2011,colh_2012,colh_2013,colh_2014,colh_2015,colh_2016,colh_2017,colh_2018,prod_1989,prod_1990,prod_1991,prod_1992,prod_1993,prod_1994,prod_1995,prod_1996,prod_1997,prod_1998,prod_1999,prod_2000,prod_2001,prod_2002,prod_2003,prod_2004,prod_2005,prod_2006,prod_2007,prod_2008,prod_2009,prod_2010,prod_2011,prod_2012,prod_2013,prod_2014,prod_2015,prod_2016,prod_2017,prod_2018,rend_1989,rend_1990,rend_1991,rend_1992,rend_1993,rend_1994,rend_1995,rend_1996,rend_1997,rend_1998,rend_1999,rend_2000,rend_2001,rend_2002,rend_2003,rend_2004,rend_2005,rend_2006,rend_2007,rend_2008,rend_2009,rend_2010,rend_2011,rend_2012,rend_2013,rend_2014,rend_2015,rend_2016,rend_2017,rend_2018
1718840,Sandolândia,120-Sandolândia,Javaés,Menor impacto re,XIV,,<Null>,1993,3529,3495,3332,3443,3543,3562,AMSUL-Associação  dos Municipios do Sul,4º BPM - Gurupi,4º BPM,Rio Formoso,17004,3326,Gurupi,106,Região Metropolitana de Gurupi,3528.609,Sem Região,Área-Programa  Sudoeste( Ilha do Bananal),VIII,mandioca,0,0,0,0,40,60,150,62,110,100,150,100,90,100,100,100,120,110,150,140,80,90,110,100,95,108,115,115,118,111,0,0,0,0,40,60,150,62,110,100,150,100,90,100,100,100,120,110,150,140,80,90,110,100,95,108,115,115,118,111,0,0,0,0,680,1050,2700,433,2046,1850,2452,1625,1530,1710,1700,1750,2064,1925,2700,2100,960,1170,1650,1810,1662,1944,2012,2012,1940,1850,0,0,0,0,17000,17500,18000,6983,18600,18500,16346,16250,17000,17100,17000,17500,17200,17500,18000,15000,12000,13000,15000,18100,17495,18000,17496,17496,16441,16667
1716208,Paranã,130-Paranã,Outros,Menor impacto re,XVI,Sudeste,Regiao Sudeste,1857,11260,9270,10416,10491,10794,10824,Portal do Sudeste-Assoc. Municipios do Sudeste,1ª CIPM - Arraias,1ª CIPM,Dianópolis,17008,10316,Dianópolis,128,Região Sudeste,11260.151,Serras Gerais,Área-Programa Sudeste,X,mandioca,154,150,150,150,164,150,160,73,200,190,180,170,160,120,100,120,130,120,110,120,130,140,90,100,95,100,120,120,130,125,154,150,150,140,164,150,160,73,200,190,180,170,160,120,100,120,130,120,110,120,130,140,90,100,95,100,120,120,130,125,2300,2250,2250,2100,1960,1800,1920,122,2600,3040,2970,2720,2640,2040,1650,2040,2184,2040,1925,2040,2275,2520,1620,1810,1710,1810,2100,2100,1850,2050,14935,15000,15000,15000,11951,12000,12000,1671,13000,16000,16500,16000,16500,17000,16500,17000,16800,17000,17500,17000,17500,18000,18000,18100,18000,18100,17500,17500,14231,16400
1707652,Figueirópolis,115-Figueirópolis,Outros,Menor impacto re,XIV,,<Null>,1980,1930,6084,5562,4820,4950,4883,AMSUL-Associação  dos Municipios do Sul,4º BPM - Gurupi,4º BPM,Gurupi,17005,5340,Gurupi,114,Região Metropolitana de Gurupi,1930.064,Sem Região,Área-Programa Sul,IX,mandioca,62,70,100,70,40,50,370,1,120,100,60,80,80,100,110,100,120,100,90,100,110,100,100,100,95,118,120,120,112,122,62,70,90,70,40,50,370,1,120,100,60,80,80,100,110,100,120,100,90,100,110,100,100,100,95,118,120,120,112,122,1240,1470,1800,1330,752,900,6475,11,2160,1810,990,1280,1320,1670,1870,1800,2184,1800,1575,1680,1870,1750,1800,1850,1757,2130,2094,2094,1850,2000,20000,21000,20000,19000,18800,18000,17500,11000,18000,18100,16500,16000,16500,16700,17000,18000,18200,18000,17500,16800,17000,17500,18000,18500,18495,18051,17450,17450,16518,16393
1720937,Taipas do Tocantins,128-Taipas do Tocantins,Outros,Menor impacto re,XV,Sudeste,Regiao Sudeste,1993,1167,1722,1713,1916,1974,1999,Portal do Sudeste-Assoc. Municipios do Sudeste,2ª CIPM - Dianópolis,2ª CIPM,Dianópolis,17008,1945,Dianópolis,131,Região Sudeste,1116.195,Sem Região,Área-Programa Sudeste,X,mandioca,0,0,0,0,25,25,25,5,5,5,10,10,10,15,25,25,25,30,30,30,30,30,50,50,60,60,60,60,8,30,0,0,0,0,25,25,25,5,5,5,10,10,10,15,25,25,25,30,30,30,30,30,50,50,60,60,60,60,8,30,0,0,0,0,300,300,300,23,23,25,45,45,45,70,350,350,350,450,450,450,450,450,750,750,900,900,900,900,124,406,0,0,0,0,12000,12000,12000,4600,4600,5000,4500,4500,4500,4666,14000,14000,14000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15500,13533
1720853,Sucupira,121-Sucupira,Outros,Menor impacto re,XIV,,<Null>,1993,1026,1303,1476,1667,1718,1741,AMSUL-Associação  dos Municipios do Sul,4º BPM - Gurupi,4º BPM,Gurupi,17005,1734,Gurupi,112,Região Metropolitana de Gurupi,1025.515,Sem Região,Área-Programa Sul,IX,mandioca,0,0,0,0,25,40,50,22,40,60,65,65,65,60,55,60,50,60,55,60,40,50,55,70,50,63,65,65,70,70,0,0,0,0,25,40,50,22,40,60,65,65,65,60,55,60,50,60,55,60,40,50,55,70,50,63,65,65,70,70,0,0,0,0,450,700,900,40,720,1086,1072,1060,1053,990,935,1050,900,1056,962,1050,720,925,963,1260,900,1140,1137,935,1050,1100,0,0,0,0,18000,17500,18000,1818,18000,18100,16492,16307,16200,16500,17000,17500,18000,17600,17490,17500,18000,18500,17509,18000,18000,18095,17492,14385,15000,15714
1705607,Conceição do Tocantins,134-Conceição do Tocantins,Outros,Menor impacto re,XVII,Sudeste,Regiao Sudeste,1963,2501,4393,4371,4402,4529,4541,Portal do Sudeste-Assoc. Municipios do Sudeste,2ª CIPM - Dianópolis,2ª CIPM,Dianópolis,17008,4182,Dianópolis,129,Região Sudeste,2500.733,Sem Região,Área-Programa Sudeste,X,mandioca,40,30,40,40,20,20,20,37,37,37,40,40,40,45,85,90,90,100,100,100,100,180,160,160,170,160,160,130,15,25,40,30,40,30,20,20,20,37,37,37,40,40,40,45,85,85,90,100,100,100,100,100,160,160,170,160,160,130,15,25,480,420,560,420,240,240,240,255,255,255,280,280,280,315,1275,1275,1350,1500,1500,1500,1500,1500,2400,2400,2550,2400,2400,1950,240,360,12000,14000,14000,14000,12000,12000,12000,6891,6891,6891,7000,7000,7000,7000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16000,14400
1703867,Cariri do Tocantins,112-Cariri do Tocantins,Outros,Menor impacto re,XIV,,<Null>,1993,1129,2473,2990,3562,3672,3738,AMSUL-Associação  dos Municipios do Sul,4º BPM - Gurupi,4º BPM,Gurupi,17005,3753,Gurupi,111,Região Metropolitana de Gurupi,1128.596,Sem Região,Área-Programa Sul,IX,mandioca,0,0,0,0,30,50,60,10,70,75,70,80,70,70,50,70,80,70,80,130,100,110,75,70,70,75,80,80,85,85,0,0,0,0,30,50,60,10,70,75,70,80,70,70,50,70,80,70,80,130,100,110,75,70,70,75,80,80,85,85,0,0,0,0,555,910,1080,59,1267,1350,1148,1400,1232,1155,850,1225,1424,1225,1380,2080,1650,1870,1275,1225,1232,1350,1440,1440,1169,1170,0,0,0,0,18500,18200,18000,5900,18100,18000,16400,17500,17600,16500,17000,17500,17800,17500,17250,16000,16500,17000,17000,17500,17600,18000,18000,18000,13753,13765
1708205,Formoso do Araguaia,116-Formoso do Araguaia,Javaés,Capital,XIV,,<Null>,1963,13423,18385,18817,18225,18743,18719,AMSUL-Associação  dos Municipios do Sul,4º BPM - Gurupi,4º BPM,Rio Formoso,17004,18251,Gurupi,104,Região Metropolitana de Gurupi,13423.256,Ilha do Bananal,Área-Programa  Sudoeste( Ilha do Bananal),VIII,mandioca,64,70,100,80,60,50,70,51,60,60,220,120,120,200,210,200,200,240,250,260,270,280,170,150,100,160,195,390,590,425,64,70,90,80,60,50,70,51,60,60,220,120,120,200,210,200,200,240,250,260,270,280,170,150,100,160,195,390,590,425,1280,1470,1800,1520,1110,900,1225,191,1110,1086,3608,1944,1950,3260,3570,3500,3560,4200,4500,4628,4860,4900,2992,2640,1850,1920,2500,5500,8500,5437,20000,21000,20000,19000,18500,18000,17500,3745,18500,18100,16400,16200,16250,16300,17000,17500,17800,17500,18000,17800,18000,17500,17600,17600,18500,12000,12821,14103,14407,12793
1716604,Peixe,119-Peixe,Outros,Menor impacto re,XIV,,<Null>,1895,5291,8740,8763,8750,9002,9018,AMSUL-Associação  dos Municipios do Sul,4º BPM - Gurupi,4º BPM,Gurupi,17005,10364,Gurupi,113,Região Metropolitana de Gurupi,5291.182,Ilha do Bananal,Área-Programa Sul,IX,mandioca,68,90,110,100,50,60,80,34,70,110,200,100,120,230,210,200,230,300,320,330,200,190,190,200,170,176,210,210,228,215,68,90,100,90,50,60,80,34,70,110,200,100,120,230,210,200,230,300,320,330,200,190,190,200,170,176,210,210,228,215,1360,1890,2000,1620,900,1092,1440,78,1225,1980,3280,1630,1980,3910,3465,3400,4002,5280,5600,4950,2800,3420,3382,3600,3094,3186,3780,3780,3800,3500,20000,21000,20000,18000,18000,18200,18000,2294,17500,18000,16400,16300,16500,17000,16500,17000,17400,17600,17500,15000,14000,18000,17800,18000,18200,18102,18000,18000,16667,16279
1709500,Gurupi,117-Gurupi,Outros,Capital,XIV,,<Null>,1958,1836,64725,65034,71413,73548,74357,,4º BPM - Gurupi,4º BPM,Gurupi,17005,76275,Gurupi,110,Região Metropolitana de Gurupi,1836.081,Ilha do Bananal,Área-Programa Sul,IX,mandioca,70,60,80,70,50,40,80,33,100,100,180,210,100,230,100,120,110,130,140,150,130,140,100,90,85,150,122,192,210,191,70,60,70,50,50,40,80,33,100,100,180,210,100,230,100,120,110,130,140,150,130,140,100,90,85,150,122,192,210,191,1400,1260,1400,950,940,732,1450,193,1810,1820,2970,3360,1630,3910,1716,2160,1958,2288,2450,2595,2210,2450,1700,1665,1538,1980,1720,2380,2805,2850,20000,21000,20000,19000,18800,18300,18125,5848,18100,18200,16500,16000,16300,17000,17160,18000,17800,17600,17500,17300,17000,17500,17000,18500,18094,13200,14098,12396,13357,14921
1718006,Porto Alegre do Tocantins,126-Porto Alegre do Tocantins,Outros,Menor impacto re,XV,Sudeste,Regiao Sudeste,1988,502,2463,2393,2830,2917,2968,Portal do Sudeste-Assoc. Municipios do Sudeste,2ª CIPM - Dianópolis,2ª CIPM,Dianópolis,17008,2794,Dianópolis,126,Região Sudeste,501.97,Sem Região,Área-Programa Sudeste,X,mandioca,25,20,20,30,30,30,30,14,14,14,20,25,25,30,50,65,60,75,75,75,75,140,130,130,150,150,150,140,20,40,25,20,20,20,30,30,30,14,14,14,20,25,25,30,50,50,60,75,75,75,75,75,130,130,150,150,150,140,20,40,380,300,300,300,360,360,360,70,70,70,100,125,125,150,800,800,960,1200,1200,1200,1200,1200,2080,2080,2400,2400,2400,2240,326,526,15200,15000,15000,15000,12000,12000,12000,5000,5000,5000,5000,5000,5000,5000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16300,13150
1720499,São Valério da Natividade,107-São Valério da Natividade,Outros,Menor impacto re,XIII,Sudeste,Regiao Sudeste,1980,2520,4807,5054,4885,5024,5017,,4º BPM - Gurupi,4º BPM,Dianópolis,17008,4383,Dianópolis,120,Região Sudeste,2519.572,Sem Região,Área-Programa Sudeste,X,mandioca,80,90,100,60,50,40,60,44,40,60,50,65,50,40,60,75,60,85,100,90,80,100,90,110,95,105,110,110,111,105,80,90,90,60,50,40,60,44,40,60,50,65,50,40,60,75,60,85,100,90,80,100,90,110,95,105,110,110,111,105,1440,1620,1710,1020,900,700,1080,300,720,1086,800,1047,810,660,1020,1310,996,1445,1750,1530,1400,1800,1620,2035,1719,1900,1900,1900,1850,1530,18000,18000,19000,17000,18000,17500,18000,6818,18000,18100,16000,16107,16200,16500,17000,17466,16600,17000,17500,17000,17500,18000,18000,18500,18095,18095,17273,17273,16667,14571
1705102,Chapada da Natividade,103-Chapada da Natividade,Outros,Menor impacto re,XIII,Sudeste,Regiao Sudeste,1997,1671,0,3274,3680,3791,3840,Portal do Sudeste-Assoc. Municipios do Sudeste,2ª CIPM - Dianópolis,2ª CIPM,Dianópolis,17008,3276,Dianópolis,122,Região Sudeste,1671.256,Sem Região,Área-Programa Sudeste,X,mandioca,0,0,0,0,0,0,0,0,60,60,60,60,60,65,120,125,150,170,170,170,170,270,250,130,140,140,140,110,45,55,0,0,0,0,0,0,0,0,60,60,60,60,60,65,120,125,150,170,170,170,170,170,250,130,140,140,140,110,45,55,0,0,0,0,0,0,0,0,360,360,360,360,380,390,1920,2000,2400,2720,2720,2720,2720,2720,3750,1950,2100,2100,2100,1650,715,1130,0,0,0,0,0,0,0,0,6000,6000,6000,6000,6333,6000,16000,16000,16000,16000,16000,16000,16000,16000,15000,15000,15000,15000,15000,15000,15889,20545
1714203,Natividade,104-Natividade,Outros,Menor impacto re,XIII,Sudeste,Regiao Sudeste,1734,3216,11623,8867,9090,9355,9396,Portal do Sudeste-Assoc. Municipios do Sudeste,2ª CIPM - Dianópolis,2ª CIPM,Dianópolis,17008,9000,Dianópolis,124,Região Sudeste,3215.903,Serras Gerais,Área-Programa Sudeste,X,mandioca,90,100,95,90,90,100,150,146,90,90,100,100,100,100,200,200,220,300,250,300,200,350,330,330,350,350,350,300,20,35,90,100,95,90,90,100,150,146,90,90,100,100,100,100,200,200,220,250,250,300,200,200,330,330,350,350,350,300,20,35,1620,1800,1425,1300,1170,1300,1950,875,540,540,600,600,600,600,3000,3000,3300,4000,4000,4800,3200,3200,5280,5280,5600,5600,5600,4800,325,536,18000,18000,15000,14444,13000,13000,13000,5993,6000,6000,6000,6000,6000,6000,15000,15000,15000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16250,15314
1718907,Santa Rosa do Tocantins,106-Santa Rosa do Tocantins,Outros,Menor impacto re,XIII,,Regiao Sudeste,1988,1796,3764,4316,4417,4545,4565,,5º BPM - Porto Nacional,5º BPM,Dianópolis,17008,4568,Dianópolis,121,Região Metropolitana de Palmas,1796.248,Sem Região,Área-Programa Sudeste,X,mandioca,100,100,110,90,100,110,100,16,100,105,100,110,240,230,110,100,100,120,150,150,150,150,150,235,100,0,0,0,20,17,100,100,110,90,100,110,100,16,100,105,100,110,120,120,110,100,100,120,150,150,150,150,150,235,100,0,0,0,20,17,1800,1800,1930,1570,1750,1925,1750,95,1750,1837,1750,1870,2040,2040,2200,1800,1500,1800,1800,1800,1800,2250,2250,4230,1500,0,0,0,426,270,18000,18000,17545,17444,17500,17500,17500,5937,17500,17495,17500,17000,17000,17000,20000,18000,15000,15000,12000,12000,12000,15000,15000,18000,15000,0,0,0,21300,15882
1700350,Aliança do Tocantins,109-Aliança do Tocantins,Outros,Menor impacto re,XIV,,<Null>,1988,1580,7201,6177,5701,5860,5822,OMCO-Organização Municipios do Centro Oeste,4º BPM - Gurupi,4º BPM,Gurupi,17005,5651,Gurupi,109,Região Metropolitana de Gurupi,1579.742,Sem Região,Área-Programa Sul,IX,mandioca,60,60,70,60,60,50,60,28,40,45,45,40,50,40,40,50,50,60,70,80,40,60,35,30,30,35,74,74,80,80,60,50,60,50,60,50,60,28,40,45,45,40,50,40,40,50,50,60,70,80,40,60,35,30,30,35,74,74,80,80,1200,1000,1200,950,1080,900,1050,160,720,820,750,680,825,625,660,850,870,1020,1225,1360,720,1050,613,525,540,634,1324,915,1082,1100,20000,20000,20000,19000,18000,18000,17500,5714,18000,18222,16666,17000,16500,15625,16500,17000,17400,17000,17500,17000,18000,17500,17514,17500,18000,18114,17892,12365,13525,13750
