ano,sigla_uf,id_municipio,tema,recusa,sem_gestor,caracterizacao_orgao_gestor,sexo,idade,cor_raca,cor_raca_autodeclarado,escolaridade,escolaridade_formacao
2021,TO,1703701,eduacao,0,0,Secretaria exclusiva,Masculino,46,Preta,0,Ensino superior completo,História
2021,TO,1703701,informacao_prefeito,0,0,Não se aplica,Masculino,35,Preta,0,Ensino médio (2º Grau) completo,Não se aplica
2018,TO,1703800,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1703800,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,,Branca,0,Ensino superior completo,Não se aplica
2018,TO,1703800,saude,0,0,Secretaria exclusiva,Feminino,33,Parda,1,Ensino superior completo,Pedagogia
2018,TO,1703800,assistencia_social,0,0,Secretaria exclusiva,Feminino,53,Parda,1,Ensino superior completo,Outra
2019,TO,1703800,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1703800,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1703800,habitacao,0,0,Setor subordinado a outra secretaria,Feminino,28,Parda,1,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1703800,transporte,0,0,Secretaria exclusiva,Masculino,45,Branca,1,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1703800,agropecuario,0,0,Secretaria exclusiva,Masculino,49,Preta,1,Ensino superior incompleto,Não se aplica
2020,TO,1703800,meio_ambiente,0,0,Secretaria exclusiva,Feminino,36,Parda,1,Ensino superior completo,Não se aplica
2021,TO,1703800,saude,0,0,Secretaria exclusiva,Feminino,38,Parda,0,Ensino superior incompleto,
2021,TO,1703800,esporte,0,0,Secretaria exclusiva,Masculino,45,Parda,1,Ensino superior completo,Não se aplica
2021,TO,1703800,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,39,Branca,0,Especialização,Não se aplica
2021,TO,1703800,eduacao,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,39,Branca,0,Ensino superior completo,Pedagogia
2021,TO,1703800,informacao_prefeito,0,0,Não se aplica,Feminino,50,Branca,0,Ensino superior completo,Não se aplica
2018,TO,1703826,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1703826,cultura,0,0,Setor subordinado diretamente à chefia do Executivo,Masculino,31,Parda,1,Ensino superior completo,Não se aplica
2018,TO,1703826,saude,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,45,Parda,1,Ensino superior incompleto,
2018,TO,1703826,assistencia_social,0,0,Secretaria exclusiva,Feminino,33,Branca,1,Ensino superior completo,Assistência social
2019,TO,1703826,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1703826,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1703826,habitacao,0,0,Setor subordinado diretamente à chefia do Executivo,Masculino,56,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1703826,transporte,0,0,Setor subordinado diretamente à chefia do Executivo,Masculino,31,Branca,0,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1703826,agropecuario,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,59,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1703826,meio_ambiente,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,54,Parda,0,Ensino fundamental (1º Grau) completo,Não se aplica
2021,TO,1703826,saude,0,0,Secretaria exclusiva,Masculino,31,Parda,0,Ensino superior completo,Pedagogia
2021,TO,1703826,esporte,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,27,Parda,0,Ensino fundamental (1º Grau) completo,Não se aplica
2021,TO,1703826,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,27,Parda,0,Ensino fundamental (1º Grau) completo,Não se aplica
2021,TO,1703826,eduacao,0,0,Secretaria exclusiva,Feminino,44,Parda,0,Ensino superior completo,Pedagogia
2021,TO,1703826,informacao_prefeito,0,0,Não se aplica,Masculino,43,Parda,0,Especialização,Não se aplica
2018,TO,1703842,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1703842,cultura,0,0,Setor subordinado a outra secretaria,Feminino,35,Parda,1,Ensino superior completo,Não se aplica
2018,TO,1703842,saude,0,0,Secretaria exclusiva,Masculino,28,Parda,1,Ensino superior incompleto,
2018,TO,1703842,assistencia_social,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,29,Parda,1,Ensino superior completo,Administração
2019,TO,1703842,direitos_humanos,0,0,Setor subordinado a outra secretaria,Feminino,30,Parda,1,Ensino superior completo,Não se aplica
2019,TO,1703842,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1703842,habitacao,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,34,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1703842,transporte,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,44,Parda,0,Ensino fundamental (1º Grau) incompleto,Não se aplica
2020,TO,1703842,agropecuario,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,33,Parda,1,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1703842,meio_ambiente,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,33,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2021,TO,1703842,saude,0,0,Secretaria exclusiva,Masculino,43,Branca,1,Especialização,Odontologia
2021,TO,1703842,esporte,0,0,Setor subordinado a outra secretaria,Masculino,41,Parda,0,Ensino superior incompleto,Não se aplica
2021,TO,1703842,cultura,0,0,Setor subordinado a outra secretaria,Feminino,37,Branca,1,Ensino superior completo,Não se aplica
2021,TO,1703842,eduacao,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,37,Branca,1,Ensino superior completo,Pedagogia
2021,TO,1703842,informacao_prefeito,0,0,Não se aplica,Masculino,37,Branca,0,Ensino fundamental (1º Grau) incompleto,Não se aplica
2018,TO,1703867,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1703867,cultura,0,0,Setor subordinado a outra secretaria,Feminino,49,Parda,1,Ensino superior incompleto,Não se aplica
2018,TO,1703867,saude,0,0,Secretaria exclusiva,Feminino,55,Branca,1,Ensino superior completo,Direito
2018,TO,1703867,assistencia_social,0,0,Secretaria exclusiva,Feminino,29,Parda,1,Ensino superior incompleto,
2019,TO,1703867,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1703867,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1703867,habitacao,0,0,Setor subordinado a outra secretaria,Masculino,55,Branca,0,Especialização,Não se aplica
2020,TO,1703867,transporte,0,0,Setor subordinado a outra secretaria,Feminino,50,Branca,0,Ensino superior completo,Não se aplica
2020,TO,1703867,agropecuario,0,0,Setor subordinado a outra secretaria,Masculino,43,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1703867,meio_ambiente,0,0,Setor subordinado a outra secretaria,Masculino,50,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2021,TO,1703867,saude,0,0,Secretaria exclusiva,Feminino,35,Branca,1,Especialização,Administração
2021,TO,1703867,esporte,0,0,Setor subordinado a outra secretaria,Feminino,36,Parda,0,Ensino superior completo,Não se aplica
2021,TO,1703867,cultura,0,0,Setor subordinado a outra secretaria,Feminino,36,Parda,0,Ensino superior completo,Não se aplica
2021,TO,1703867,eduacao,0,0,Secretaria exclusiva,Masculino,40,Branca,1,Especialização,Pedagogia
2021,TO,1703867,informacao_prefeito,0,0,Não se aplica,Masculino,40,Branca,0,Ensino médio (2º Grau) completo,Não se aplica
2018,TO,1703883,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1703883,cultura,0,0,Secretaria exclusiva,Feminino,25,Parda,1,Ensino superior completo,Não se aplica
2018,TO,1703883,saude,0,0,Secretaria exclusiva,Masculino,40,Branca,1,Ensino superior completo,Sociologia
2018,TO,1703883,assistencia_social,0,0,Secretaria exclusiva,Masculino,24,Parda,1,Ensino médio (2º Grau) completo,
2019,TO,1703883,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1703883,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1703883,habitacao,0,0,Secretaria exclusiva,Masculino,30,Parda,1,Ensino superior completo,Não se aplica
2020,TO,1703883,transporte,0,0,Secretaria exclusiva,Masculino,52,Preta,1,Ensino fundamental (1º Grau) incompleto,Não se aplica
2020,TO,1703883,agropecuario,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,38,Branca,1,Ensino médio (2º Grau) incompleto,Não se aplica
2020,TO,1703883,meio_ambiente,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,38,Parda,1,Ensino médio (2º Grau) completo,Não se aplica
2021,TO,1703883,saude,0,0,Secretaria exclusiva,Masculino,36,Branca,0,Ensino superior completo,Administração
2021,TO,1703883,esporte,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,28,Preta,1,Ensino médio (2º Grau) completo,Não se aplica
2021,TO,1703883,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,28,Preta,1,Ensino médio (2º Grau) completo,Não se aplica
2021,TO,1703883,eduacao,0,0,Secretaria exclusiva,Feminino,42,Branca,0,Especialização,Pedagogia
2021,TO,1703883,informacao_prefeito,0,0,Não se aplica,Masculino,37,Parda,0,Ensino superior completo,Não se aplica
2018,TO,1703891,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1703891,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,48,Parda,1,Especialização,Não se aplica
2018,TO,1703891,saude,0,0,Secretaria exclusiva,Masculino,37,Preta,0,Ensino superior completo,Administração
2018,TO,1703891,assistencia_social,0,0,Secretaria exclusiva,Feminino,,Parda,0,Ensino médio (2º Grau) completo,
2019,TO,1703891,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1703891,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1703891,habitacao,0,0,Secretaria exclusiva,Masculino,50,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1703891,transporte,0,0,Setor subordinado diretamente à chefia do Executivo,Masculino,40,Parda,0,Ensino superior completo,Não se aplica
2020,TO,1703891,agropecuario,0,0,Secretaria exclusiva,Masculino,47,Parda,1,Ensino superior incompleto,Não se aplica
2020,TO,1703891,meio_ambiente,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,42,Indígena,1,Ensino superior completo,Não se aplica
2021,TO,1703891,saude,0,0,Secretaria exclusiva,Masculino,41,Preta,0,Ensino superior incompleto,
2021,TO,1703891,esporte,0,0,Secretaria exclusiva,Masculino,38,Parda,1,Ensino superior completo,Não se aplica
2021,TO,1703891,cultura,0,0,Não possui estrutura,,,,,,Não se aplica
2021,TO,1703891,eduacao,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,39,Branca,0,Especialização,Outra
2021,TO,1703891,informacao_prefeito,0,0,Não se aplica,Masculino,38,Parda,0,Ensino superior completo,Não se aplica
2018,TO,1703909,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1703909,cultura,0,0,Setor subordinado a outra secretaria,Feminino,24,Amarela,1,Ensino superior incompleto,Não se aplica
2018,TO,1703909,saude,0,0,Secretaria exclusiva,Masculino,40,Parda,1,Ensino superior completo,Assistência social
2018,TO,1703909,assistencia_social,0,0,Secretaria exclusiva,Feminino,37,Branca,0,Ensino superior completo,Pedagogia
2019,TO,1703909,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1703909,seguranca_publica,0,0,Secretaria municipal exclusiva,Masculino,59,Branca,1,Mestrado,Não se aplica
2020,TO,1703909,habitacao,1,0,,,,,,,Não se aplica
2020,TO,1703909,transporte,1,0,,,,,,,Não se aplica
2020,TO,1703909,agropecuario,1,0,,,,,,,Não se aplica
2020,TO,1703909,meio_ambiente,1,0,,,,,,,Não se aplica
2021,TO,1703909,saude,0,0,Secretaria exclusiva,Masculino,43,Parda,0,Ensino superior completo,Administração
2021,TO,1703909,esporte,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,29,Parda,1,Ensino superior incompleto,Não se aplica
2021,TO,1703909,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,47,Branca,0,Ensino superior completo,Não se aplica
2021,TO,1703909,eduacao,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,47,Branca,1,Ensino superior completo,Pedagogia
2021,TO,1703909,informacao_prefeito,0,0,Não se aplica,Feminino,48,Parda,0,Especialização,Não se aplica
2018,TO,1704105,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1704105,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,60,Branca,0,Ensino superior completo,Não se aplica
2018,TO,1704105,saude,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,33,Parda,0,Ensino superior completo,Sociologia
2018,TO,1704105,assistencia_social,0,0,Secretaria exclusiva,Feminino,35,Branca,0,Ensino superior incompleto,
2019,TO,1704105,direitos_humanos,0,0,Setor subordinado a outra secretaria,Feminino,45,Branca,0,Especialização,Não se aplica
2019,TO,1704105,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1704105,habitacao,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1704105,transporte,0,0,Secretaria exclusiva,Masculino,58,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1704105,agropecuario,0,0,Secretaria exclusiva,Masculino,33,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1704105,meio_ambiente,0,0,Secretaria exclusiva,Masculino,58,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2021,TO,1704105,saude,0,0,Secretaria exclusiva,Masculino,39,Parda,0,Ensino médio (2º Grau) completo,
2021,TO,1704105,esporte,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,43,Parda,1,Ensino superior completo,Não se aplica
2021,TO,1704105,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,43,Parda,1,Ensino superior completo,Não se aplica
2021,TO,1704105,eduacao,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,43,Parda,1,Ensino superior completo,Outra
2021,TO,1704105,informacao_prefeito,0,0,Não se aplica,Masculino,62,Parda,0,Ensino médio (2º Grau) incompleto,Não se aplica
2018,TO,1704600,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1704600,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,42,Parda,0,Ensino superior completo,Não se aplica
2018,TO,1704600,saude,0,0,Secretaria exclusiva,Feminino,31,Branca,1,Especialização,Administração
2018,TO,1704600,assistencia_social,0,0,Secretaria exclusiva,Feminino,42,Parda,1,Ensino superior completo,Assistência social
2019,TO,1704600,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1704600,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1704600,habitacao,0,0,,,,,,,Não se aplica
2020,TO,1704600,transporte,0,0,,,,,,,Não se aplica
2020,TO,1704600,agropecuario,0,0,,,,,,,Não se aplica
2020,TO,1704600,meio_ambiente,0,0,Secretaria exclusiva,Masculino,43,Parda,0,Ensino médio (2º Grau) incompleto,Não se aplica
2021,TO,1704600,saude,0,0,Secretaria exclusiva,Feminino,42,Branca,1,Especialização,Pedagogia
2021,TO,1704600,esporte,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,40,Branca,1,Especialização,Não se aplica
2021,TO,1704600,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,40,Branca,1,Especialização,Não se aplica
2021,TO,1704600,eduacao,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,40,Branca,1,Especialização,Pedagogia
2021,TO,1704600,informacao_prefeito,0,0,Não se aplica,Masculino,42,Parda,1,Ensino médio (2º Grau) completo,Não se aplica
2018,TO,1705102,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1705102,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,53,Parda,1,Especialização,Não se aplica
2018,TO,1705102,saude,0,0,Secretaria exclusiva,Feminino,31,Parda,1,Ensino superior completo,Administração
2018,TO,1705102,assistencia_social,0,0,Secretaria exclusiva,Feminino,30,Parda,1,Ensino superior completo,Assistência social
2019,TO,1705102,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1705102,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1705102,habitacao,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,24,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1705102,transporte,0,0,Secretaria exclusiva,Masculino,49,Branca,0,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1705102,agropecuario,0,0,Secretaria exclusiva,Masculino,30,Preta,1,Ensino superior incompleto,Não se aplica
2020,TO,1705102,meio_ambiente,0,0,Setor subordinado a outra secretaria,Feminino,38,Parda,0,Ensino superior completo,Não se aplica
2021,TO,1705102,saude,0,0,Secretaria exclusiva,Masculino,62,Parda,1,Ensino superior completo,Outra
2021,TO,1705102,esporte,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,49,Parda,0,Ensino superior completo,Não se aplica
2021,TO,1705102,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,49,Parda,0,Ensino superior completo,Não se aplica
2021,TO,1705102,eduacao,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,49,Parda,0,Ensino superior completo,Pedagogia
2021,TO,1705102,informacao_prefeito,0,0,Não se aplica,Masculino,47,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2018,TO,1705508,politica_genero,0,0,Setor subordinado a outra secretaria,Feminino,35,Branca,1,Especialização,Não se aplica
2018,TO,1705508,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,47,Branca,0,Ensino superior completo,Não se aplica
2018,TO,1705508,saude,0,0,Secretaria exclusiva,Masculino,57,Branca,1,Ensino superior completo,Administração
2018,TO,1705508,assistencia_social,0,0,Secretaria exclusiva,Feminino,37,Branca,1,Ensino superior completo,Direito
2019,TO,1705508,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1705508,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1705508,habitacao,0,0,Setor subordinado a outra secretaria,Feminino,59,Parda,0,Ensino superior completo,Não se aplica
2020,TO,1705508,transporte,0,0,Setor subordinado diretamente à chefia do Executivo,Feminino,53,Branca,0,Ensino superior completo,Não se aplica
2020,TO,1705508,agropecuario,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,40,Parda,0,Ensino superior incompleto,Não se aplica
2020,TO,1705508,meio_ambiente,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,40,Parda,1,Ensino superior incompleto,Não se aplica
2021,TO,1705508,saude,0,0,Secretaria exclusiva,Feminino,59,Parda,1,Especialização,Enfermagem
2021,TO,1705508,esporte,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,52,Branca,1,Ensino médio (2º Grau) completo,Não se aplica
2021,TO,1705508,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,52,Branca,1,Ensino médio (2º Grau) completo,Não se aplica
2021,TO,1705508,eduacao,0,0,Secretaria exclusiva,Feminino,48,Parda,1,Mestrado,Pedagogia
2021,TO,1705508,informacao_prefeito,0,0,Não se aplica,Masculino,58,Branca,0,Ensino superior completo,Não se aplica
2018,TO,1705557,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1705557,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,29,Branca,1,Ensino superior completo,Não se aplica
2018,TO,1705557,saude,0,0,Secretaria exclusiva,Feminino,33,Parda,1,Ensino médio (2º Grau) completo,
2018,TO,1705557,assistencia_social,0,0,Secretaria exclusiva,Feminino,46,Branca,1,Ensino superior incompleto,
2019,TO,1705557,direitos_humanos,0,0,Setor subordinado a outra secretaria,Feminino,47,Branca,0,Ensino superior incompleto,Não se aplica
2019,TO,1705557,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1705557,habitacao,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1705557,transporte,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,35,Branca,1,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1705557,agropecuario,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,38,Parda,1,Ensino superior incompleto,Não se aplica
2020,TO,1705557,meio_ambiente,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,38,Parda,1,Ensino superior incompleto,Não se aplica
2021,TO,1705557,saude,0,0,Secretaria exclusiva,Feminino,37,Parda,0,Ensino superior incompleto,
2021,TO,1705557,esporte,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,48,Branca,1,Ensino médio (2º Grau) completo,Não se aplica
2021,TO,1705557,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,48,Branca,1,Ensino médio (2º Grau) completo,Não se aplica
2021,TO,1705557,eduacao,0,0,Secretaria exclusiva,Feminino,39,Parda,1,Ensino superior completo,Pedagogia
2021,TO,1705557,informacao_prefeito,0,0,Não se aplica,Masculino,53,Parda,0,Ensino médio (2º Grau) completo,Não se aplica
2018,TO,1705607,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1705607,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,30,Parda,1,Ensino superior incompleto,Não se aplica
2018,TO,1705607,saude,0,0,Secretaria exclusiva,Feminino,59,Parda,1,Ensino superior incompleto,
2018,TO,1705607,assistencia_social,0,0,Secretaria exclusiva,Feminino,32,Branca,1,Ensino superior completo,Assistência social
2019,TO,1705607,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1705607,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1705607,habitacao,1,0,,,,,,,Não se aplica
2020,TO,1705607,transporte,1,0,,,,,,,Não se aplica
2020,TO,1705607,agropecuario,1,0,,,,,,,Não se aplica
2020,TO,1705607,meio_ambiente,1,0,,,,,,,Não se aplica
2021,TO,1705607,saude,0,0,Secretaria exclusiva,Feminino,32,Parda,1,Especialização,Assistência social
2021,TO,1705607,esporte,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,31,Preta,1,Ensino superior completo,Não se aplica
2021,TO,1705607,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,31,Preta,1,Ensino superior completo,Não se aplica
2021,TO,1705607,eduacao,0,0,Secretaria exclusiva,Feminino,38,Parda,1,Ensino superior completo,Letras
2021,TO,1705607,informacao_prefeito,0,0,Não se aplica,Masculino,41,Branca,0,Ensino superior completo,Não se aplica
2018,TO,1706001,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1706001,cultura,0,0,Setor subordinado a outra secretaria,Masculino,48,Parda,1,Especialização,Não se aplica
2018,TO,1706001,saude,0,0,Secretaria exclusiva,Masculino,46,Parda,1,Ensino superior incompleto,
2018,TO,1706001,assistencia_social,0,0,Secretaria exclusiva,Masculino,56,Parda,1,Ensino médio (2º Grau) incompleto,
2019,TO,1706001,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1706001,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1706001,habitacao,0,0,Setor subordinado a outra secretaria,Feminino,47,Parda,0,Ensino superior completo,Não se aplica
2020,TO,1706001,transporte,0,0,Setor subordinado a outra secretaria,Masculino,57,Parda,0,Ensino médio (2º Grau) incompleto,Não se aplica
2020,TO,1706001,agropecuario,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,54,Branca,0,Ensino superior completo,Não se aplica
2020,TO,1706001,meio_ambiente,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,54,Branca,0,Ensino superior completo,Não se aplica
2021,TO,1706001,saude,0,0,Secretaria exclusiva,Masculino,49,Parda,1,Ensino superior incompleto,
2021,TO,1706001,esporte,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,49,Parda,1,Especialização,Não se aplica
2021,TO,1706001,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,49,Parda,0,Especialização,Não se aplica
2021,TO,1706001,eduacao,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,49,Parda,1,Especialização,Pedagogia
2021,TO,1706001,informacao_prefeito,0,0,Não se aplica,Masculino,51,Branca,1,Especialização,Não se aplica
2018,TO,1706100,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1706100,cultura,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1706100,saude,0,0,Secretaria exclusiva,Feminino,52,Parda,1,Ensino superior completo,Sociologia
2018,TO,1706100,assistencia_social,0,0,Secretaria exclusiva,Feminino,40,Parda,1,Ensino superior incompleto,
2019,TO,1706100,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1706100,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1706100,habitacao,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1706100,transporte,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1706100,agropecuario,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,43,Preta,0,Ensino médio (2º Grau) completo,Não se aplica
2020,TO,1706100,meio_ambiente,0,0,Secretaria exclusiva,Masculino,43,Branca,0,Ensino superior completo,Não se aplica
2021,TO,1706100,saude,0,0,Secretaria exclusiva,Masculino,38,Preta,1,Especialização,Administração
2021,TO,1706100,esporte,0,0,Setor subordinado a outra secretaria,Masculino,42,Branca,0,Ensino superior completo,Não se aplica
2021,TO,1706100,cultura,0,0,Não possui estrutura,,,,,,Não se aplica
2021,TO,1706100,eduacao,0,0,Secretaria exclusiva,Feminino,57,Branca,0,Especialização,Letras
2021,TO,1706100,informacao_prefeito,0,0,Não se aplica,Masculino,55,Parda,0,Ensino superior incompleto,Não se aplica
2018,TO,1706258,politica_genero,0,0,Não possui estrutura,,,,,,Não se aplica
2018,TO,1706258,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Feminino,41,Parda,1,Ensino superior completo,Não se aplica
2018,TO,1706258,saude,0,0,Secretaria exclusiva,Feminino,29,Parda,1,Ensino superior completo,Psicologia
2018,TO,1706258,assistencia_social,0,0,Secretaria exclusiva,Feminino,43,Parda,0,Ensino superior completo,Pedagogia
2019,TO,1706258,direitos_humanos,0,0,Não possui estrutura,,,,,,Não se aplica
2019,TO,1706258,seguranca_publica,0,0,Não possui estrutura,,,,,,Não se aplica
2020,TO,1706258,habitacao,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,50,Parda,0,Ensino superior incompleto,Não se aplica
2020,TO,1706258,transporte,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,79,Branca,0,Ensino superior incompleto,Não se aplica
2020,TO,1706258,agropecuario,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,41,Branca,0,Ensino superior completo,Não se aplica
2020,TO,1706258,meio_ambiente,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,50,Parda,0,Ensino superior incompleto,Não se aplica
2021,TO,1706258,saude,0,0,Secretaria exclusiva,Masculino,39,Parda,1,Mestrado,Psicologia
2021,TO,1706258,esporte,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,26,Parda,1,Ensino médio (2º Grau) completo,Não se aplica
2021,TO,1706258,cultura,0,0,Secretaria em conjunto com outras políticas setoriais,Masculino,26,Parda,1,Ensino médio (2º Grau) completo,Não se aplica
